layer,head,H_max,tau,eff_bw,r2,H_final,norm_final,utilization
0,0,5.78414736348161,14.192847420874456,55.10637658401346,0.9088908317600509,6.477689,0.9253841127668109,0.9253841127668109
0,1,0.7698852391483568,31.94544311817013,1.705134141266564,0.280508427224643,0.22898985,0.03271283635071346,0.03271283635071346
0,2,5.888207967810556,16.070815795819808,59.22802063456612,0.9552565986854877,6.4217105,0.9173872130257743,0.9173872130257743
0,3,0.39691672992160953,21.1061876387941,1.31669092254622,0.11370364125730859,0.02847569,0.0040679558047226495,0.0040679558047226495
0,4,1.7889426002173872,13.78222033035021,3.4556152600381678,0.3443442993213065,0.6292673,0.08989532504762922,0.08989532504762922
0,5,1.4905127982468362,28.945368037023588,2.809888333795713,0.22862321798780627,0.10881071,0.015544386846678597,0.015544386846678597
0,6,5.582077159674796,14.368810956642783,47.90409756423291,0.9336970163472581,6.2300196,0.890002795628139,0.890002795628139
0,7,2.371930334679751,2.8094444415560798,5.176332655487012,0.07574134408042077,0.6421373,0.09173389843532018,0.09173389843532018
0,8,5.48193909959657,13.938410532444498,44.69182642561879,0.9310010533230983,6.14781,0.8782585688999721,0.8782585688999721
0,9,6.1140098796640725,16.417515829467924,69.26285156427478,0.972053360949304,6.52561,0.9322299957275391,0.9322299957275391
0,10,5.6688800384662414,14.752730763311963,50.874825592286065,0.9708432739653501,6.0490255,0.8641465050833566,0.8641465050833566
0,11,6.187708899676679,15.742337798446556,72.89302664095564,0.9173944014087074,6.820298,0.9743283135550362,0.9743283135550362
1,0,3.2873961178410864,5.697971299767118,9.76348445424396,0.6918376253209968,3.830451,0.5472072873796735,0.5472072873796735
1,1,3.818621511548717,8.428532627738559,14.10975968745202,0.9513716199631584,4.07699,0.5824271610804966,0.5824271610804966
1,2,5.4377955425625375,13.69322691141225,43.34505602206414,0.932035924673556,6.1122904,0.8731843403407505,0.8731843403407505
1,3,3.3021328203112037,6.756296374618691,9.863726656280226,0.35860040360366685,4.981215,0.7116021428789411,0.7116021428789411
1,4,5.08242499887251,12.912278762159405,33.88148020183102,0.9985239414635747,5.1576586,0.7368083681379046,0.7368083681379046
1,5,5.544834320900538,19.354893990665225,46.68328959883014,0.9349266565367039,6.138339,0.8769055775233677,0.8769055775233677
1,6,6.179186345156558,21.838603631603625,72.46368887546384,0.9845984422311692,6.3454485,0.9064926419939313,0.9064926419939313
1,7,6.212867532956982,18.152838318167788,74.17532989290896,0.9747424866470107,6.579688,0.93995543888637,0.93995543888637
1,8,6.459865886145215,22.872315304733462,88.02649298143085,0.9855335656934867,6.6914606,0.9559229442051479,0.9559229442051479
1,9,6.6163714068313695,26.829593760663546,98.11293235621744,0.9828835027941363,6.7639027,0.9662718091692243,0.9662718091692243
1,10,5.8663537151906215,15.287501997280271,58.33758322292543,0.9546868398912028,6.2724533,0.8960647583007812,0.8960647583007812
1,11,1.5313195153428387,10.881381773450299,2.890500887545264,0.3609275413836077,1.5443594,0.22062277793884277,0.22062277793884277
2,0,3.1783961407770738,5.441010641567505,9.053001169547517,0.9308812876198098,3.3243551,0.47490787506103516,0.47490787506103516
2,1,4.676014732317573,18.93849682188964,25.563522371150935,0.838603040258775,5.464969,0.7807098797389439,0.7807098797389439
2,2,2.0762909963269833,1.6179561955973634,4.217216233743659,0.0263681921301111,2.3683772,0.3383396012442453,0.3383396012442453
2,3,2.3996618150401248,4.329057048280204,5.276794554394183,0.34728320516578903,2.1541455,0.30773506845746723,0.30773506845746723
2,4,2.395963989760315,6.914519064023333,5.263286724754964,0.8805612029599623,2.6480432,0.3782918793814523,0.3782918793814523
2,5,2.6436227817596993,4.0919926354477365,6.248988918619572,0.6747477872781614,2.914832,0.4164045878819057,0.4164045878819057
2,6,4.273296560234263,25.324708636869925,19.33706000965786,0.9926408524566169,4.3206396,0.6172342300415039,0.6172342300415039
2,7,4.989827748027338,10.542679956028037,31.77516580077516,0.9834810907519882,4.9884725,0.7126389231000628,0.7126389231000628
2,8,2.480932216691467,3.4420913430556723,5.58258075941762,0.4608356777154612,2.657958,0.37970829010009766,0.37970829010009766
2,9,2.680617549766306,3.408983880576716,6.411302810059979,0.7224109466006308,2.7574317,0.3939188207898821,0.3939188207898821
2,10,4.286424989147628,7.86348218451634,19.513829042958466,0.9848926715016698,4.514448,0.6449211665562221,0.6449211665562221
2,11,3.010043161829324,9.225057304363029,8.055885408802714,0.9890139795656625,3.1205616,0.44579451424734934,0.44579451424734934
3,0,3.728464043072018,93.54563711126272,13.254993366318402,0.830668129665594,2.891378,0.4130539894104004,0.4130539894104004
3,1,2.637046726457452,11.267830772547457,6.2205697575534264,0.8515211219187823,2.9678535,0.4239790780203683,0.4239790780203683
3,2,1.8226845889011254,0.5000000000003066,3.5373882906180856,-0.00017855881767037118,1.6927942,0.24182774339403426,0.24182774339403426
3,3,1.6722422404351887,19.035311795123945,3.187095479920891,0.4829728346277983,1.6013334,0.22876191139221191,0.22876191139221191
3,4,4.132834458083701,57.487482776372445,17.543132316728492,0.8349914569755092,3.9490397,0.5641485282352993,0.5641485282352993
3,5,3.6330596244629954,10.970273172038828,12.406804045910103,0.9655261772476488,3.6200643,0.5171520369393485,0.5171520369393485
