layer,head,H_max,tau,eff_bw,r2,H_final,norm_final,utilization
0,0,1.3805371484850344,6.610103052646835,2.6036529302018003,0.054122848476433005,0.7928794,0.1132684860910688,0.1132684860910688
0,1,2.697455921197943,3.7423824684505127,6.486570524427526,0.7065100014517496,2.394036,0.3420051506587437,0.3420051506587437
0,2,0.5705241959735001,28.99749239650827,1.4850630627930046,0.20239065731939287,0.005552799,0.0007932569964655808,0.0007932569964655808
0,3,5.511961513264115,21.05833536893291,45.6316056263283,0.927432897742106,5.9861994,0.8551713398524693,0.8551713398524693
0,5,4.554407130975786,19.67203732273838,23.497040145399126,0.9606851341787008,4.6726894,0.6675270625523159,0.6675270625523159
0,6,3.408557334161871,34.81932092512065,10.618862554176443,0.7812848953322371,2.919615,0.41708786146981375,0.41708786146981375
0,8,2.4794821780766054,11.912241433977439,5.576972581165258,0.7347223665653926,3.0233748,0.43191068513052805,0.43191068513052805
0,9,5.79025033350317,24.22770324378964,55.33998445196497,0.9194557921456653,6.161717,0.8802452768598285,0.8802452768598285
0,10,1.3219405611382786,29.750037698108546,2.5000216024600195,0.6728503633195562,0.89228386,0.12746912240982056,0.12746912240982056
0,11,5.202489098432815,17.717125770006643,36.82182170232566,0.979335200821001,5.373541,0.7676486968994141,0.7676486968994141
0,12,5.794956339455281,16.843391843081722,55.52079571628007,0.9549545979370491,6.2920074,0.8988582066127232,0.8988582066127232
0,13,3.6495651366311384,5.88611621778755,12.54956225294134,0.17123299111762147,5.686174,0.8123105594090053,0.8123105594090053
0,14,1.7936341627853891,3.0514577186474523,3.4668710167824655,0.08105709308702869,0.58155763,0.08307966164180211,0.08307966164180211
0,15,2.0030308502430145,7.173123730874528,4.008412134320997,0.4162381550812063,2.3336697,0.3333813803536551,0.3333813803536551
1,0,19.99999999999555,727.3658195559066,1048575.9999967646,0.2630717196673771,3.6969202,0.5281314509255546,0.5281314509255546
1,1,2.4209541267113694,3.6903582064506195,5.355250744616299,0.1208552461995045,3.5365703,0.5052243300846645,0.5052243300846645
1,2,5.811216709900981,89.5252418700239,56.15010089637682,0.9677495950511129,4.4637156,0.6376736504690987,0.6376736504690987
1,3,3.048422190459129,6.044222330926609,8.273066567018748,0.6305806132819872,3.9194472,0.5599210262298584,0.5599210262298584
1,4,1.9876671940397552,3.4070442130803564,3.9659519376957784,0.010899713730700755,4.0619016,0.5802716527666364,0.5802716527666364
1,5,2.238752110815708,3.217400453429991,4.719886315388082,0.22705520587774863,2.6250384,0.37500548362731934,0.37500548362731934
1,6,2.0095132233585766,2.2319452340440633,4.0264634106177075,0.03710543167781544,2.941043,0.42014898572649273,0.42014898572649273
1,7,2.0829973554433288,4.0883683623247045,4.236865572269921,0.04260396986418846,3.499148,0.49987827028547016,0.49987827028547016
1,8,3.352317116457116,8.819523312855098,10.21287477937008,0.4443679824184832,4.656096,0.6651565687997001,0.6651565687997001
1,9,2.1317622974875134,6.340027153760751,4.382524929107922,0.370521663605653,1.3674806,0.19535437652042933,0.19535437652042933
1,10,1.8461349264486915,3.1408654677052907,3.595356742460305,0.13943682353218356,1.787429,0.25534699644361225,0.25534699644361225
1,11,2.3705727476275116,4.227031572852584,5.171463978013923,0.12616308501460327,3.4057808,0.4865401131766183,0.4865401131766183
